800	37.790916
800.47638	35.995331
800.95276	34.167625
801.42914	37.834812
801.90552	35.752789
802.3819	33.185795
802.85828	34.937862
803.33466	34.109337
803.81104	36.488426
804.28741	39.629856
804.76379	38.877075
805.24017	36.448879
805.71655	36.216572
806.19293	36.341873
806.66931	37.573421
807.14569	39.341915
807.62207	42.355419
808.09845	37.369598
808.57483	36.797894
809.05121	39.747417
809.52759	37.952915
810.00397	38.04184
810.48035	40.064861
810.95673	40.62838
811.43311	41.804211
811.90948	42.600418
812.38586	39.083511
812.86224	39.342682
813.33862	38.42065
813.815	38.819641
814.29138	38.587418
814.76776	38.006233
815.24414	39.039238
815.72052	39.399479
816.1969	37.667469
816.67328	35.878544
817.14966	35.54443
817.62604	36.285229
818.10242	39.143547
818.5788	37.365105
819.05518	35.296886
819.53156	33.086548
820.00793	41.126186
820.48431	41.037945
820.96069	37.660759
821.43707	36.596981
821.91345	36.861431
822.38983	36.706314
822.86621	35.977673
823.34259	35.962524
823.81897	38.353592
824.29535	37.476353
824.77173	37.651127
825.24811	38.931274
825.72449	37.210896
826.20087	35.196621
826.67725	34.803997
827.15363	37.605957
827.63	37.971107
828.10638	37.272099
828.58276	37.456676
829.05914	37.61462
829.53552	38.878506
830.0119	37.758675
830.48828	36.472431
830.96466	36.548122
831.44104	35.516754
831.91742	35.662868
832.3938	36.200233
832.87018	36.866829
833.34656	34.035015
833.82294	35.270416
834.29932	38.726501
834.7757	38.068451
835.25208	37.138847
835.72845	38.671017
836.20483	36.389156
836.68121	38.409462
837.15759	40.392719
837.63397	35.272373
838.11035	40.324417
838.58673	40.135883
839.06311	36.87965
839.53949	36.954632
840.01587	38.900185
840.49225	36.740135
840.96863	34.334129
841.44501	36.895447
841.92139	34.274479
842.39777	34.335136
842.87415	37.308868
843.35052	32.177982
843.8269	37.542561
844.30328	35.763817
844.77966	38.797646
845.25604	40.006084
845.73242	39.999969
846.2088	39.317287
846.68518	36.703373
847.16156	34.94215
847.63794	36.574238
848.11432	36.591125
848.5907	36.342873
849.06708	35.249542
849.54346	38.77219
850.01984	35.98793
850.49622	36.098637
850.9726	34.817287
851.44897	36.548058
851.92535	36.766918
852.40173	36.784756
852.87811	37.0009
853.35449	35.196712
853.83087	34.555382
854.30725	37.241924
854.78363	35.059021
855.26001	34.136688
855.73639	33.07399
856.21277	35.888184
856.68915	33.947857
857.16553	34.373852
857.64191	35.705383
858.11829	38.092659
858.59467	35.665482
859.07104	34.918285
859.54742	36.538826
860.0238	33.163109
860.50018	35.202679
860.97656	36.523872
861.45294	36.733032
861.92932	34.352077
862.4057	35.034298
862.88208	37.190975
863.35846	38.732647
863.83484	39.735626
864.31122	39.58305
864.7876	37.795414
865.26398	35.955959
865.74036	35.253906
866.21674	35.951332
866.69312	37.840881
867.16949	37.742664
867.64587	36.472942
868.12225	39.317131
868.59863	38.588787
869.07501	34.811924
869.55139	34.80109
870.02777	33.233154
870.50415	36.941906
870.98053	36.23027
871.45691	36.260921
871.93329	38.533298
872.40967	38.427021
872.88605	37.624115
873.36243	35.208767
873.83881	35.417244
874.31519	33.3741
874.79156	35.946018
875.26794	37.365986
875.74432	33.477734
876.2207	37.828949
